OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1001009,AV2001009,2024-12-25 15:25:00.000000,2024-12-25 17:06:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000298,AV2000298,2024-12-25 22:09:21.882468,2024-12-26 09:18:21,Línea 3,Bañadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001013,AV2001013,2024-12-26 03:15:00.000000,2024-12-26 04:27:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001010,AV2001010,2024-12-26 13:18:00.000000,2024-12-26 13:52:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001012,AV2001012,2024-12-26 14:24:00.000000,2024-12-26 15:29:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001011,AV2001011,2024-12-26 19:05:00.000000,2024-12-26 19:47:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001015,AV2001015,2024-12-27 09:33:00.000000,2024-12-27 10:20:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001016,AV2001016,2024-12-27 10:20:00.000000,2024-12-27 10:35:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001014,AV2001014,2024-12-27 16:58:00.000000,2024-12-27 18:05:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001017,AV2001017,2024-12-27 20:44:00.000000,2024-12-27 21:37:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000163,AV2000163,2024-12-27 22:56:09.286874,2024-12-28 18:20:09,Línea 5 - Galleta exportada,Robot paletizador,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001018,AV2001018,2024-12-28 09:19:00.000000,2024-12-28 10:00:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001022,AV2001022,2024-12-29 00:43:00.000000,2024-12-29 01:37:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000243,AV2000243,2024-12-29 04:33:50.487741,2024-12-30 19:25:50,Línea 2 - Galleta tipo oblea,Envasado,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001021,AV2001021,2024-12-29 05:52:00.000000,2024-12-29 06:48:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001019,AV2001019,2024-12-29 06:16:00.000000,2024-12-29 06:46:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001020,AV2001020,2024-12-29 19:56:00.000000,2024-12-29 21:25:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001025,AV2001025,2024-12-30 08:06:00.000000,2024-12-30 09:40:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001023,AV2001023,2024-12-30 15:21:00.000000,2024-12-30 16:45:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001024,AV2001024,2024-12-30 22:48:00.000000,2024-12-31 00:38:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001027,AV2001027,2024-12-31 13:47:00.000000,2024-12-31 14:32:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001026,AV2001026,2024-12-31 20:45:00.000000,2024-12-31 22:33:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001028,AV2001028,2025-01-01 06:12:00.000000,2025-01-01 06:40:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001029,AV2001029,2025-01-02 09:59:00.000000,2025-01-02 10:28:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001030,AV2001030,2025-01-03 04:05:00.000000,2025-01-03 05:11:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001031,AV2001031,2025-01-04 23:47:00.000000,2025-01-05 00:14:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001032,AV2001032,2025-01-05 04:32:00.000000,2025-01-05 05:28:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001035,AV2001035,2025-01-05 06:02:00.000000,2025-01-05 07:56:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001034,AV2001034,2025-01-05 08:00:00.000000,2025-01-05 08:58:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001033,AV2001033,2025-01-05 12:20:00.000000,2025-01-05 12:43:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001036,AV2001036,2025-01-06 15:35:00.000000,2025-01-06 15:59:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001037,AV2001037,2025-01-06 15:52:00.000000,2025-01-06 16:32:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001039,AV2001039,2025-01-07 09:19:00.000000,2025-01-07 09:29:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001041,AV2001041,2025-01-07 11:27:00.000000,2025-01-07 12:30:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001038,AV2001038,2025-01-07 14:31:00.000000,2025-01-07 14:43:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001040,AV2001040,2025-01-07 16:38:00.000000,2025-01-07 17:03:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001042,AV2001042,2025-01-08 00:17:00.000000,2025-01-08 01:53:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001044,AV2001044,2025-01-08 00:20:00.000000,2025-01-08 01:26:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001043,AV2001043,2025-01-08 15:53:00.000000,2025-01-08 17:17:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000103,AV2000103,2025-01-09 13:37:22.510909,2025-01-10 14:52:22,Línea 5 - Galleta exportada,Agrupado,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001045,AV2001045,2025-01-09 15:01:00.000000,2025-01-09 16:24:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001046,AV2001046,2025-01-09 18:19:00.000000,2025-01-09 20:04:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001047,AV2001047,2025-01-10 08:11:00.000000,2025-01-10 08:36:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001048,AV2001048,2025-01-11 01:26:00.000000,2025-01-11 02:47:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000033,AV2000033,2025-01-11 03:03:55.579867,2025-01-11 17:00:55,Línea 1 - Galletas soda,Robot empaquetador,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001049,AV2001049,2025-01-11 03:39:00.000000,2025-01-11 05:04:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001051,AV2001051,2025-01-11 14:01:00.000000,2025-01-11 14:34:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001050,AV2001050,2025-01-11 16:58:00.000000,2025-01-11 17:35:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001052,AV2001052,2025-01-12 12:34:00.000000,2025-01-12 12:51:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001053,AV2001053,2025-01-12 14:45:00.000000,2025-01-12 16:26:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000053,AV2000053,2025-01-12 16:17:41.019365,2025-01-13 01:46:41,Línea 3,Envasadora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001054,AV2001054,2025-01-12 18:18:00.000000,2025-01-12 18:35:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000037,AV2000037,2025-01-13 07:03:52.672866,2025-01-14 00:02:52,Línea 5 - Galleta exportada,Cookie Capper,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001055,AV2001055,2025-01-13 07:29:00.000000,2025-01-13 09:10:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001056,AV2001056,2025-01-14 11:50:00.000000,2025-01-14 13:40:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001057,AV2001057,2025-01-15 16:12:00.000000,2025-01-15 17:02:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001058,AV2001058,2025-01-16 07:47:00.000000,2025-01-16 09:36:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000357,AV2000357,2025-01-17 00:00:00.000000,2025-01-21 14:55:00,Línea 3,Túnel de frío,Fallo en ventilador del condensador,Motor de ventilador quemado (fase a tierra). Se instaló motor nuevo.,Correctivo,MEC_01,Sistema Automático
OT1001059,AV2001059,2025-01-17 03:53:00.000000,2025-01-17 04:29:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000264,AV2000264,2025-01-17 08:06:14.994525,2025-01-18 12:30:14,Línea 1 - Galletas soda,Sala fermentado,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001060,AV2001060,2025-01-17 14:49:00.000000,2025-01-17 15:31:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000126,AV2000126,2025-01-18 05:13:12.747098,2025-01-19 23:09:12,Línea 3,Elaboración,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001061,AV2001061,2025-01-18 09:02:00.000000,2025-01-18 10:35:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001064,AV2001064,2025-01-18 10:26:00.000000,2025-01-18 11:52:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001062,AV2001062,2025-01-18 17:18:00.000000,2025-01-18 18:59:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001063,AV2001063,2025-01-18 22:55:00.000000,2025-01-18 23:33:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001066,AV2001066,2025-01-19 01:22:00.000000,2025-01-19 01:44:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000241,AV2000241,2025-01-19 01:38:19.295018,2025-01-20 11:59:19,Línea 3,Distribuidora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1000132,AV2000132,2025-01-19 04:18:09.016945,2025-01-19 18:47:09,Línea 4 - Alfajores,Buffer,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001065,AV2001065,2025-01-19 18:12:00.000000,2025-01-19 19:43:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001067,AV2001067,2025-01-19 22:47:00.000000,2025-01-20 00:05:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001068,AV2001068,2025-01-20 09:06:00.000000,2025-01-20 10:02:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001069,AV2001069,2025-01-21 12:40:00.000000,2025-01-21 13:14:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001070,AV2001070,2025-01-22 06:39:00.000000,2025-01-22 07:54:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000233,AV2000233,2025-01-22 09:10:42.767412,2025-01-22 17:19:42,Línea 2 - Galleta tipo oblea,Túnel de frío N°1,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001071,AV2001071,2025-01-22 12:14:00.000000,2025-01-22 13:19:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
