AUFNR,QMNUM,GSTRP,GLTRP,TPLNR,EQUNR,QMTXT,LTXTAUFK,AUART,ARBPL,ERNAM
4000907,20000907,2024-11-12 07:36:00+00:00,2024-11-12 09:07:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA DE SENSOR,FALLA DE SENSOR - sin novedad,PM03,OPR-TURNO,OPR_T2
4000909,20000909,2024-11-12 20:04:00+00:00,2024-11-12 22:17:00+0000,PGS-PR-LA4-INY01,10004004,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,BAT_USER
4000086,20000086,2024-11-13 06:00:28+00:00,2024-11-16 13:40:28+0000,PGS-PR-LA3-EXT01,10003001,INSP RUTINARIA,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,INSP-GEN,MRODRIG
4000911,20000911,2024-11-13 09:13:00+00:00,2024-11-13 12:03:00+0000,PGS-PR-LA4-ENV01,10004003,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,RFC_PM
4000912,20000912,2024-11-13 09:17:00+00:00,2024-11-13 10:39:00+0000,PGS-PR-LA4-BAN01,10004001,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T3
4000910,20000910,2024-11-13 13:07:00+00:00,2024-11-13 14:51:00+0000,PGS-PR-LA4-RPL01,10004006,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000913,20000913,2024-11-13 21:41:00+00:00,2024-11-13 23:26:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4000914,20000914,2024-11-14 09:25:00+00:00,2024-11-14 12:00:00+0000,PGS-PR-LA4-TDF01,10004005,sensor - fallo temporal,Se normalizo. OK,PM03,SUP-LINEA,SYS_IIOT
4000915,20000915,2024-11-14 22:26:00+00:00,2024-11-15 01:26:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,BAT_USER
4000917,20000917,2024-11-15 12:16:00+00:00,2024-11-15 14:09:00+0000,PGS-PR-LA4-RPL01,10004006,Atasco - producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,OPR_T2
4000916,20000916,2024-11-15 17:12:00+00:00,2024-11-15 19:05:00+0000,PGS-PR-LA4-INY01,10004004,FALLA DE SENSOR,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_IIOT
4000919,20000919,2024-11-16 09:26:00+00:00,2024-11-16 10:59:00+0000,PGS-PR-LA4-RPL01,10004006,reinicio,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,SUP-LINEA,SYS_IIOT
4000184,20000184,2024-11-16 10:37:45+00:00,2024-11-16 12:29:45+0000,PGS-PR-LA4-RPL01,10004006,INSP. RUTINA,"Intervencion rapida, sin repuestos",PM02,INSP-GEN,MEC_03
4000918,20000918,2024-11-16 10:40:00+00:00,2024-11-16 13:21:00+0000,PGS-PR-LA4-TDF01,10004005,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_IIOT
4000920,20000920,2024-11-16 15:42:00+00:00,2024-11-16 18:27:00+0000,PGS-PR-LA4-BUF01,10004002,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T1
4000921,20000921,2024-11-16 20:47:00+00:00,2024-11-16 22:14:00+0000,PGS-PR-LA4-BAN01,10004001,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_SCADA
4000923,20000923,2024-11-17 00:10:00+00:00,2024-11-17 02:06:00+0000,PGS-PR-LA4-INY01,10004004,FALLA DE SENSOR,equipo normalizado,PM03,SUP-LINEA,SYS_IIOT
4000925,20000925,2024-11-17 00:51:00+00:00,2024-11-17 03:55:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,Se normalizo. OK,PM03,OPR-TURNO,OPR_T3
4000924,20000924,2024-11-17 06:45:00+00:00,2024-11-17 08:56:00+0000,PGS-PR-LA4-ENV01,10004003,Atasco - producto,ok,PM03,OPR-TURNO,BAT_USER
4000922,20000922,2024-11-17 23:34:00+00:00,2024-11-18 02:47:00+0000,PGS-PR-LA4-BUF01,10004002,MICRO PARO OPER.,sin observaciones,PM03,SUP-LINEA,SYS_IIOT
4000927,20000927,2024-11-18 03:06:00+00:00,2024-11-18 05:32:00+0000,PGS-PR-LA4-TDF01,10004005,MICROPARO,ok,PM03,OPR-TURNO,BAT_USER
4000926,20000926,2024-11-18 17:29:00+00:00,2024-11-18 19:47:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,sin observaciones,PM03,SUP-LINEA,BAT_USER
4000202,20000202,2024-11-19 01:09:32+00:00,2024-11-29 01:13:32+0000,PGS-PR-LA1-LAM01,10001003,AJ. Y CALIBRACION,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,INSP-GEN,MRODRIG
4000929,20000929,2024-11-19 09:06:00+00:00,2024-11-19 10:19:00+0000,PGS-PR-LA4-BAN01,10004001,MICRO PARO OPER.,idem anterior,PM03,SUP-LINEA,RFC_PM
4000928,20000928,2024-11-19 15:22:00+00:00,2024-11-19 18:49:00+0000,PGS-PR-LA4-BUF01,10004002,MICROPARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_IIOT
4000352,20000352,2024-11-20 00:00:00+00:00,2024-11-20 02:39:00+0000,PGS-PR-LA3-TDF01,10004005,fuga de refrigerante,Pérdida de rendimiento por microfuga en línea de líquido. Se soldó y se recargó R-404a.,PM01,TURNO-C,LGOMEZ
4000933,20000933,2024-11-20 14:21:00+00:00,2024-11-20 16:33:00+0000,PGS-PR-LA4-RPL01,10004006,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SUP_LINEA
4000931,20000931,2024-11-20 18:12:00+00:00,2024-11-20 20:32:00+0000,PGS-PR-LA4-ENV01,10004003,micro-paro linea,Se normalizo. OK,PM03,OPR-TURNO,SUP_LINEA
4000930,20000930,2024-11-20 20:05:00+00:00,2024-11-20 21:57:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,SUP-LINEA,SUP_LINEA
4000932,20000932,2024-11-20 20:57:00+00:00,2024-11-20 23:34:00+0000,PGS-PR-LA4-TDF01,10004005,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_IIOT
4000934,20000934,2024-11-21 09:19:00+00:00,2024-11-21 10:28:00+0000,PGS-PR-LA4-BAN01,10004001,RST CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,SYS_IIOT
4000935,20000935,2024-11-22 16:12:00+00:00,2024-11-22 18:01:00+0000,PGS-PR-LA4-INY01,10004004,Atasco - producto,Ver OT anterior. Atasco - producto,PM03,OPR-TURNO,SUP_LINEA
4000046,20000046,2024-11-23 14:53:07+00:00,2024-11-23 18:02:07+0000,PGS-PR-LA4-BUF01,10004002,CAMBIO CONSUM,Ver OT anterior. CAMBIO CONSUM,PM02,INSP-GEN,MRODRIG
4000936,20000936,2024-11-23 16:05:00+00:00,2024-11-23 18:07:00+0000,PGS-PR-LA4-ENV01,10004003,sensor - fallo temporal,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,SYS_SCADA
4000213,20000213,2024-11-24 06:58:16+00:00,2024-11-28 04:35:16+0000,PGS-PR-LA3-ELB01,10003002,inspeccion rutina,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,ELE-PREV,JCASTRO
4000937,20000937,2024-11-24 15:42:00+00:00,2024-11-24 19:00:00+0000,PGS-PR-LA4-BUF01,10004002,Atasco - producto,sin observaciones,PM03,OPR-TURNO,OPR_T2
4000938,20000938,2024-11-25 04:43:00+00:00,2024-11-25 06:18:00+0000,PGS-PR-LA4-RPL01,10004006,sensor - fallo temporal,sin observaciones,PM03,OPR-TURNO,SUP_LINEA
4000939,20000939,2024-11-26 03:23:00+00:00,2024-11-26 05:49:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,equipo normalizado,PM03,OPR-TURNO,SYS_SCADA
4000940,20000940,2024-11-26 08:07:00+00:00,2024-11-26 10:42:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio de ciclo HMI,Se normalizo. OK,PM03,SUP-LINEA,RFC_PM
4000059,20000059,2024-11-26 12:25:36+00:00,2024-11-27 23:07:36+0000,PGS-PR-LA5-REM01,10005003,MTO PREV. PROGRAMADO,ok,PM02,MEC-PREV,RFC_PM
4000942,20000942,2024-11-27 08:42:00+00:00,2024-11-27 10:47:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,BAT_USER
4000304,20000304,2024-11-27 15:01:35+00:00,2024-11-28 16:11:35+0000,PGS-PR-LA1-HRN01,10001001,Falla en resist. zona,Se detecto resistencia abierta en zona 2. Se procedio a reemplazo y pruebas de rampa térmica.,PM01,MEC-CORR,MRODRIG
4000941,20000941,2024-11-27 19:51:00+00:00,2024-11-27 21:22:00+0000,PGS-PR-LA4-BAN01,10004001,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000305,20000305,2024-11-27 21:26:53+00:00,2024-11-28 18:27:53+0000,PGS-PR-LA1-HRN01,10001001,Caida temp. zona,Termocupla defectuosa enviando valores erráticos. Reemplazo y calibracion en PID.,PM01,MEC-CORR,MRODRIG
4000944,20000944,2024-11-28 01:25:00+00:00,2024-11-28 04:09:00+0000,PGS-PR-LA4-ENV01,10004003,micro-paro linea,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,SUP-LINEA,BAT_USER
4000945,20000945,2024-11-28 02:02:00+00:00,2024-11-28 03:41:00+0000,PGS-PR-LA4-INY01,10004004,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4000946,20000946,2024-11-28 19:42:00+00:00,2024-11-28 21:09:00+0000,PGS-PR-LA4-BAN01,10004001,ATSC PRODUCTO,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,BAT_USER
4000943,20000943,2024-11-28 19:43:00+00:00,2024-11-28 22:40:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,BAT_USER
4000947,20000947,2024-11-29 01:07:00+00:00,2024-11-29 02:36:00+0000,PGS-PR-LA4-BAN01,10004001,micro-paro linea,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,OPR-TURNO,SYS_SCADA
4000231,20000231,2024-11-29 05:29:25+00:00,2024-12-04 17:00:25+0000,PGS-PR-LA5-PRE01,10005001,ajuste calibracion,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,INSP-GEN,RFC_PM
4000948,20000948,2024-11-29 19:35:00+00:00,2024-11-29 21:24:00+0000,PGS-PR-LA4-RPL01,10004006,Falla sens. prox,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,RFC_PM
4000950,20000950,2024-11-29 21:28:00+00:00,2024-11-29 23:04:00+0000,PGS-PR-LA4-BAN01,10004001,ATSC PRODUCTO,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,BAT_USER
4000949,20000949,2024-11-29 23:40:00+00:00,2024-11-30 01:40:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA DE SENSOR,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,OPR_T1
4000952,20000952,2024-11-30 10:03:00+00:00,2024-11-30 12:31:00+0000,PGS-PR-LA4-INY01,10004004,reinicio de ciclo HMI,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,RFC_PM
4000951,20000951,2024-11-30 19:37:00+00:00,2024-11-30 21:51:00+0000,PGS-PR-LA4-TDF01,10004005,micro paro op.,idem anterior,PM03,OPR-TURNO,SYS_IIOT
4000953,20000953,2024-12-01 10:26:00+00:00,2024-12-01 12:08:00+0000,PGS-PR-LA4-RPL01,10004006,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4000954,20000954,2024-12-02 04:15:00+00:00,2024-12-02 05:52:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO MENOR PROD.,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,SYS_SCADA
4000955,20000955,2024-12-02 10:29:00+00:00,2024-12-02 12:41:00+0000,PGS-PR-LA4-INY01,10004004,FALLO SENS TEMP,FALLO SENS TEMP. resuelto,PM03,SUP-LINEA,RFC_PM
4000956,20000956,2024-12-02 19:58:00+00:00,2024-12-02 21:35:00+0000,PGS-PR-LA4-RPL01,10004006,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4000957,20000957,2024-12-02 20:59:00+00:00,2024-12-02 22:32:00+0000,PGS-PR-LA4-RPL01,10004006,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4000353,20000353,2024-12-03 00:00:00+00:00,2024-12-03 02:23:00+0000,PGS-PR-LA3-TDF01,10004005,VENT. CONDENSADOR FALLO,Ver OT anterior. VENT. CONDENSADOR FALLO,PM01,TURNO-C,MRODRIG
4000958,20000958,2024-12-03 09:18:00+00:00,2024-12-03 11:37:00+0000,PGS-PR-LA4-INY01,10004004,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4000959,20000959,2024-12-04 23:27:00+00:00,2024-12-05 01:51:00+0000,PGS-PR-LA4-BUF01,10004002,Micro paro - operativo,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,SUP-LINEA,RFC_PM
4000961,20000961,2024-12-05 05:05:00+00:00,2024-12-05 07:43:00+0000,PGS-PR-LA4-TDF01,10004005,m.paro oper,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SUP_LINEA
4000963,20000963,2024-12-05 10:33:00+00:00,2024-12-05 12:28:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4000962,20000962,2024-12-05 11:58:00+00:00,2024-12-05 14:39:00+0000,PGS-PR-LA4-BUF01,10004002,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,OPR_T1
4000960,20000960,2024-12-05 21:57:00+00:00,2024-12-06 01:13:00+0000,PGS-PR-LA4-BUF01,10004002,Falla sens. prox,Falla sens. prox - sin novedad,PM03,OPR-TURNO,RFC_PM
4000965,20000965,2024-12-06 02:58:00+00:00,2024-12-06 04:51:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_IIOT
4000964,20000964,2024-12-06 05:09:00+00:00,2024-12-06 08:44:00+0000,PGS-PR-LA4-BUF01,10004002,micro paro op.,micro paro op. - sin novedad,PM03,SUP-LINEA,SUP_LINEA
4000966,20000966,2024-12-06 07:56:00+00:00,2024-12-06 09:27:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA SENS. OPTICO,Se normalizo. OK,PM03,SUP-LINEA,SYS_IIOT
4000967,20000967,2024-12-06 14:06:00+00:00,2024-12-06 16:37:00+0000,PGS-PR-LA4-BUF01,10004002,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T1
4000079,20000079,2024-12-06 18:23:40+00:00,2024-12-06 20:46:40+0000,PGS-PR-LA4-ENV01,10004003,cambio consumibles,Ajuste de tensiones y calibracion de sensores opticos.,PM02,MEC-PREV,RFC_PM
4000968,20000968,2024-12-07 03:19:00+00:00,2024-12-07 05:57:00+0000,PGS-PR-LA4-TDF01,10004005,MICROPARO,sin observaciones,PM03,OPR-TURNO,SYS_IIOT
4000969,20000969,2024-12-07 13:15:00+00:00,2024-12-07 14:30:00+0000,PGS-PR-LA4-BAN01,10004001,ATASCO L4,Ver OT anterior. ATASCO L4,PM03,OPR-TURNO,SYS_SCADA
4000971,20000971,2024-12-07 13:45:00+00:00,2024-12-07 15:06:00+0000,PGS-PR-LA4-BAN01,10004001,ATSC PRODUCTO,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4000970,20000970,2024-12-07 21:25:00+00:00,2024-12-07 23:27:00+0000,PGS-PR-LA4-TDF01,10004005,Falla sens. prox,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,OPR_T3
4000973,20000973,2024-12-08 01:24:00+00:00,2024-12-08 03:45:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4000975,20000975,2024-12-08 05:20:00+00:00,2024-12-08 06:58:00+0000,PGS-PR-LA4-RPL01,10004006,m.paro oper,m.paro oper - sin novedad,PM03,SUP-LINEA,SYS_IIOT
4000972,20000972,2024-12-08 06:42:00+00:00,2024-12-08 08:22:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA DE SENSOR,idem anterior,PM03,SUP-LINEA,OPR_T3
4000974,20000974,2024-12-08 08:53:00+00:00,2024-12-08 11:36:00+0000,PGS-PR-LA4-ENV01,10004003,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,OPR_T3
4000977,20000977,2024-12-09 17:39:00+00:00,2024-12-09 19:18:00+0000,PGS-PR-LA4-INY01,10004004,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4000976,20000976,2024-12-09 18:37:00+00:00,2024-12-09 20:52:00+0000,PGS-PR-LA4-INY01,10004004,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4000981,20000981,2024-12-10 04:35:00+00:00,2024-12-10 06:35:00+0000,PGS-PR-LA4-RPL01,10004006,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T3
4000978,20000978,2024-12-10 14:18:00+00:00,2024-12-10 16:38:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,revisar en prox turno,PM03,SUP-LINEA,BAT_USER
4000980,20000980,2024-12-10 20:30:00+00:00,2024-12-10 22:40:00+0000,PGS-PR-LA4-RPL01,10004006,sensor - fallo temporal,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,BAT_USER
4000979,20000979,2024-12-10 21:30:00+00:00,2024-12-11 00:22:00+0000,PGS-PR-LA4-ENV01,10004003,atasco producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,OPR_T2
4000982,20000982,2024-12-11 08:16:00+00:00,2024-12-11 10:54:00+0000,PGS-PR-LA4-TDF01,10004005,atasco menor,Se normalizo. OK,PM03,SUP-LINEA,SYS_IIOT
4000983,20000983,2024-12-12 14:32:00+00:00,2024-12-12 17:25:00+0000,PGS-PR-LA4-BUF01,10004002,REINICIO CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_IIOT
4000984,20000984,2024-12-13 01:44:00+00:00,2024-12-13 03:56:00+0000,PGS-PR-LA4-ENV01,10004003,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T3
4000985,20000985,2024-12-13 03:00:00+00:00,2024-12-13 05:15:00+0000,PGS-PR-LA4-INY01,10004004,Micro paro - operativo,Micro paro - operativo. resuelto,PM03,SUP-LINEA,BAT_USER
4000986,20000986,2024-12-14 09:14:00+00:00,2024-12-14 12:00:00+0000,PGS-PR-LA4-ENV01,10004003,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,RFC_PM
4000987,20000987,2024-12-15 11:49:00+00:00,2024-12-15 13:24:00+0000,PGS-PR-LA4-BAN01,10004001,FALLO SENS TEMP,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,RFC_PM
4000988,20000988,2024-12-15 17:17:00+00:00,2024-12-15 20:38:00+0000,PGS-PR-LA4-BUF01,10004002,SENSOR FALLA,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,SYS_IIOT
4000072,20000072,2024-12-16 07:36:59+00:00,2024-12-16 09:43:59+0000,PGS-PR-LA1-RPL01,10004006,INSP RUTINARIA,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,MEC-PREV,MEC_03
4000990,20000990,2024-12-16 14:52:00+00:00,2024-12-16 16:53:00+0000,PGS-PR-LA4-RPL01,10004006,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4000989,20000989,2024-12-16 22:17:00+00:00,2024-12-17 00:55:00+0000,PGS-PR-LA4-BUF01,10004002,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T3
4000354,20000354,2024-12-17 00:00:00+00:00,2024-12-17 02:07:00+0000,PGS-PR-LA3-TDF01,10004005,Paro presion alta,Paro presion alta - sin novedad,PM01,TURNO-C,MEC_03
4000992,20000992,2024-12-17 04:38:00+00:00,2024-12-17 07:42:00+0000,PGS-PR-LA4-BUF01,10004002,FALLO SENS TEMP,"Intervencion rapida, sin repuestos",PM03,OPR-TURNO,RFC_PM
4000991,20000991,2024-12-17 10:41:00+00:00,2024-12-17 12:16:00+0000,PGS-PR-LA4-RPL01,10004006,micro-paro linea,micro-paro linea - sin novedad,PM03,SUP-LINEA,OPR_T2
4000993,20000993,2024-12-17 22:37:00+00:00,2024-12-18 01:53:00+0000,PGS-PR-LA4-BUF01,10004002,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T3
4000355,20000355,2024-12-18 00:00:00+00:00,2024-12-18 02:06:00+0000,PGS-PR-LA3-TDF01,10004005,ALARM. ESCARCHA,Sistema de deshielo falló. Se reemplazó resistencia de descongelamiento.,PM01,TURNO-B,MEC_01
4000994,20000994,2024-12-18 03:32:00+00:00,2024-12-18 05:00:00+0000,PGS-PR-LA4-BAN01,10004001,Falla sens. prox,Se normalizo. OK,PM03,SUP-LINEA,SYS_IIOT
4000995,20000995,2024-12-18 04:20:00+00:00,2024-12-18 07:28:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000997,20000997,2024-12-18 14:56:00+00:00,2024-12-18 17:11:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO L4,idem anterior,PM03,SUP-LINEA,OPR_T2
4000996,20000996,2024-12-18 20:06:00+00:00,2024-12-18 22:49:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,OPR_T3
4000998,20000998,2024-12-19 19:51:00+00:00,2024-12-19 22:28:00+0000,PGS-PR-LA4-BUF01,10004002,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SUP_LINEA
4000095,20000095,2024-12-20 16:46:29+00:00,2024-12-20 18:04:29+0000,PGS-PR-LA4-BAN01,10004001,prev. programado,prev. programado - sin novedad,PM02,MEC-PREV,SYS_IIOT
4000999,20000999,2024-12-20 21:11:00+00:00,2024-12-21 00:00:00+0000,PGS-PR-LA4-BUF01,10004002,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_SCADA
4001000,20001000,2024-12-21 02:14:00+00:00,2024-12-21 04:16:00+0000,PGS-PR-LA4-ENV01,10004003,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4001001,20001001,2024-12-22 04:03:00+00:00,2024-12-22 05:49:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SUP_LINEA
4001003,20001003,2024-12-22 14:38:00+00:00,2024-12-22 17:58:00+0000,PGS-PR-LA4-BUF01,10004002,sensor - fallo temporal,Ver OT anterior. sensor - fallo temporal,PM03,OPR-TURNO,OPR_T3
4001004,20001004,2024-12-22 18:28:00+00:00,2024-12-22 21:20:00+0000,PGS-PR-LA4-ENV01,10004003,Falla sens. prox,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,SYS_IIOT
4001002,20001002,2024-12-22 18:28:00+00:00,2024-12-22 20:20:00+0000,PGS-PR-LA4-TDF01,10004005,REINICIO CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,RFC_PM
4000356,20000356,2024-12-23 00:00:00+00:00,2024-12-23 02:43:00+0000,PGS-PR-LA3-TDF01,10004005,PARO X PRESION,COMPRESOR SE PROTEGIÓ POR ALTA PRESIÓN. LIMPIEZA DE SERPENTÍN CONDENSADOR REALIZADA.,PM01,TURNO-A,PLOPEZ
4000075,20000075,2024-12-23 00:22:31+00:00,2024-12-24 06:12:31+0000,PGS-PR-LA5-ENV01,10005002,inspeccion rutina,revisar en prox turno,PM02,ELE-PREV,LGOMEZ
4001005,20001005,2024-12-23 23:30:00+00:00,2024-12-24 01:46:00+0000,PGS-PR-LA4-INY01,10004004,atasco producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,SYS_SCADA
4001006,20001006,2024-12-24 15:23:00+00:00,2024-12-24 17:06:00+0000,PGS-PR-LA4-RPL01,10004006,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T3
